,lyrics,artist
130,"Could you, could you come back Come back together Put yourself on the band And see us forever  Could you, could you come home Come home forever Surely things in the band Keep us together  'Cause you're the one I love You're the one I love You're the one I love  Could you, could you come home Could you tell me whatever Tie yourself to a mast It's now or it's never  Could it tear us apart It'll soon be forever It's gonna tear us apart Keep us together  You're the one I love You're the one I love You're the one I love The one I love  You're the one I love You're the one I love You're the one I love",coldplay
131,"Did I drive you away? I know what you'll say You'll say, ""Oh, sing one we know""  But I promise you this I'll always look out for you That's what I'll do  I say ""Oh"" I say ""Oh""  My heart is yours It's you that I hold on to That's what I do  I know I was wrong I won't let you down Oh yeah, yeah, yeah I will, yes I will  I say ""Oh"" I cry ""Oh""  Yeah I saw sparks Yeah I saw sparks And I saw sparks Yeah I saw sparks Sing it out  La, la, la, la, la oh La, la, la, la, la oh La, la, la, la, la oh La, la, la, la, la oh",coldplay
132,"Sunlight, opened up my eyes To see for the first time You'll open them up  And tonight, rivers will run dry And not for the first time Rivers will run  Hundreds of years in the future It could be computers Looking for life on earth  Don't fight for the wrong side Say, what you feel like? Say, how you feel?  You'll go backwards, but then You'll go forwards again You'll go backwards, but then You'll go  Created, then drilled and invaded If somebody made it Someone will mess it up  And you are not wrong to Ask who does this belong to It belongs to all of us  You'll go backwards, but then You'll go forwards again You'll go backwards, but then You'll go forwards  You'll go backwards, but then You'll go forwards again You'll go forwards again You'll go forwards",coldplay
133,"Trying hard to speak and Fighting with my weak hand Driven to distraction So part of the plan  When something is broken And you try to fix it Trying to repair it Anyway you can  I'm diving off the deep end You become my best friend I wanna love you But I don't know if I can  I know something is broken And I'm trying to fix it Trying to repair it Anyway I can  Ooh, ooh, ooh, ooh  You and me are floating On a tidal wave together You and me are drifting Into outer space and singing Ooh, ooh  You and me are floating On a tidal wave together You and me are drifting Into outer space  You and me are floating On a tidal wave together You and me are drifting Into outer space and singing Ooh, ooh, ooh, ooh",coldplay
134,"I awake to find, no peace of mind I said, how do you live as a fugitive? Down here, where I cannot see so clear I said what do I know? Show me the right way to go  And the spies came out of the water But you're feelin' so bad 'cos you know And the spies hide out in every corner But you can't touch them, no 'Cos they're all spies, they're all spies  I awake to see, that no one is free We're all fugitives, look at the way we live Down here, I cannot sleep from fear, no I said, which way do I turn? Oh, I forget everything I learn  And the spies came out of the water But you're feelin' so bad 'cos you know And the spies hide out in every corner But you can't touch them, no 'Cos they're all spies, they're all spies  And if we don't hide here, they're gonna find us And if we don't hide now They're gonna catch us when we sleep And if we don't hide here, they're gonna find us  The spies came out of the water But you're feelin' so good 'cos you know That those spies, hide out in every corner They can't touch you, no 'Cos they're just spies, they're just spies  They're just spies They're just spies They're just spies",coldplay
135,"So, I look in your direction But you pay me no attention, do you? I know you don't listen to me 'Cos you say you see straight through me, don't you?  And on and on From the moment I wake, to the moment I sleep I'll be there by your side, just you try and stop me I'll be waiting in line, just to see if you care  Oh! Did you want me to change? Well I changed for good I want you to know that you'll always get your way I wanted to say  Don't you shiver, shiver Sing it loud and clear I'll always be waiting for you  So you know how much I need you But you never even see me, do you? And is this my final chance of getting you  Sing it on and on From the moment I wake, to the moment I sleep I'll be there by your side, just you try and stop me I'll be waiting in line, just to see if you care, if you care  Oh! Did you want me to change? Well I changed for good And I want you to know that you'll always get your way I wanted to say, to say, to say  Don't you shiver, shiver Sing it loud and clear I'll always be waiting for you  So, I'll always be waiting for you Yeah, I'll always be waiting for you Yeah I'll always be waiting  And it's you I see but you don't see me And it's you I hear so loud and so clear Sing it loud and clear I'll always be waiting for you  So I look in your direction But you pay me no attention And you know how much I need you But you never even see me",coldplay
136,"When I was a young boy, I tried to listen And I wanna feel like that Little white shadows, blink and miss them Part of a system, I am  If you ever feel like something's missing Things you'll never understand Little white shadows sparkle and glisten Part of a system, a plan  All this noise, I'm waking up All this space I'm taking up All this sound is breaking up, oh  Maybe you'll get what you wanted Maybe you'll stumble upon it Everything you ever wanted In a permanent state  Maybe you'll know when you see it Maybe if you say it, you'll mean it And when you find it you'll keep it In a permanent state, a permanent state  When I was a young boy, I tried to listen Don't you wanna feel like that? You're part of the human race All of the stars and the outer space Part of the system, a plan  All this noise, I'm waking up All this space I'm taking up I cannot hear, you're breaking up, whoa  Maybe you'll get what you wanted Maybe you'll stumble upon it Everything you ever wanted In a permanent state  Maybe you'll know when you see it Maybe if you say it, you'll mean it And when you find it you keep it In a permanent state, a permanent state  Swimmin' on a sea of faces Tide of the human races Oh, an answer now is what I need See it in the new sun rising See it break on your horizon Oh, come on love, stay with me",coldplay
137,"And the hardest part Was letting go, not taking part Was the hardest part  And the strangest thing Was waiting for that bell to ring It was the strangest start  I could feel it go down Bittersweet, I could taste in my mouth Silver lining the cloud Oh and I, I wish that I could work it out  And the hardest part Was letting go, not taking part You really broke my heart, oh  And I tried to sing But I couldn't think of anything And that was the hardest part, oh, oh  I could feel it go down You left the sweetest taste in my mouth The silver lining the clouds Oh and I, oh and I I wonder what it's all about I wonder what it's all about  Everything I know is wrong Everything I do, it just comes undone And everything is torn apart  Oh and it's the hardest part That's the hardest part Yeah that's the hardest part That's the hardest part",coldplay
138,"There's a wild wind blowing down the corner of my street  Every night there the headlights are glowing  There's a cold war coming on the radio, I heard  Baby, it's a violent world   Oh love, don't let me go  Won't you take me where the street lights glow?  I could hear rain coming, I could hear the sirens sound  Now my feet won't touch the ground   Time came a-creeping, oh, and time's a loaded gun  Every road is a ray of light  It goes on, time only can lead you on  Still, it's such a beautiful night   Oh love, don't let me go  Won't you take me where the street lights glow?  I can hear rain coming like a serenade of sound  Now my feet won't touch the ground   Gravity, release me  And don't ever hold me down  Now my feet won't touch the ground",coldplay
139,"Lovers, keep on the road you're on Runners, until the race is run Soldiers, you've got to soldier on Sometimes even right is wrong  They are turning my head out To see what I'm all about Keeping my head down To see what it feels like now But I have no doubt One day, we're gonna get out  Tonight maybe we're gonna run Dreaming of the Osaka sun Oh, oh Dreaming of when the morning comes  They are turning my head out To see what I'm all about Keeping my head down To see what it feels like now But I have no doubt One day the sun will come out",coldplay
140,[Instrumental],coldplay
141,"A whisper, a whisper, a whisper, a whisper A whisper, a whisper, a whisper, a whisper  I hear the sound Of the ticking of clocks I remember your face Remember to see when you are lost  I hear the sound Of the ticking of clocks Come back and look for me, look for me When I am lost  Just a whisper, a whisper, a whisper, a whisper Just a whisper, a whisper, a whisper, a whisper  Night turns to day And I still have these questions Bridges will break Should I go forward or backwards? Night turns to day And I still get no answers  Just a whisper, a whisper, a whisper, a whisper Just a whisper, a whisper, a whisper, a whisper  I hear the sound Of the ticking of clocks I remember your face Remember to see when you are lost  I hear the sound Of the ticking of clocks Come back and look for me, look for me When I am lost  Just a whisper, a whisper, a whisper, a whisper Just a whisper, a whisper, a whisper, a whisper",coldplay
142,"You cut me down a tree And brought it back to me And that's what made me see Where I was goin' wrong  You put me on a shelf And kept me for yourself I can only blame myself You can only blame me  And I could write a song A hundred miles long Well, that's where I belong And you belong with me  And I could write it down Or spread it all around Get lost and then get found Or swallowed in the sea  You put me on a line And hung me out to dry And darling, that's when I Decide to go to see you  You cut me down to size And opened up my eyes Made me realize What I could not see  Well, I could write a book The one they'll say that shook The world and then it took It took it back from me  And I could write it down Or spread it all around Get lost and then get found And you'll come back to me Not swallowed in the sea  And I could write a song A hundred miles long Well, that's where I belong And you belong with me  The streets you're walkin' on A thousand houses long Well, that's where I belong And you belong with me  Oh, what good is it to live With nothing left to give Forget but not forgive Not lovin' all you see  All the streets you're walking on A thousand houses long Well, that's where I belong And you belong with me Not swallowed in the sea  You belong with me Not swallowed in the sea Yeah, you belong with me Not swallowed in the sea",coldplay
143,"Oh brother I can't, I can't get through I've been trying hard to reach you 'cause I don't know what to do Oh brother I can't believe it's true I'm so scared about the future and I wanna talk to you Oh I wanna talk to you  You could take a picture of something you see In the future where will I be? You could climb a ladder up to the sun Or write a song nobody had sung Or do something that's never been done  Are you lost or incomplete? Do you feel like a puzzle, you can't find your missing piece? Tell me how you feel Well I feel like they're talking in a language I don't speak And they're talking it to me  So you take a picture of something you see In the future where will I be? You could climb a ladder up to the sun Or write a song nobody had sung Or do something that's never been done Do something that's never been done  So you don't know where you're going and you wanna talk And you feel like you're going where you've been before You'll tell anyone who'll listen but you feel ignored Nothing's really making any sense at all Let's talk, let's talk Let's talk, let's talk",coldplay
144,"She's gone 2000 miles, it's very far The snow came down Gets colder day by day, I miss her  I hear children singin' It felt like Christmas time  In these frozen and silent nights Sometimes in a dream you appear Outside under the purple sky Diamonds in the snow sparkle  And our hearts were singin' It felt like Christmas time  2000 miles is very far through the snow I think of you wherever you go 2000 miles is very far through the snow I think of you wherever you go  She's gone 2000 miles, it's very far The snow came falling now Gets colder day by day, I miss you  I hear people singin' It felt like Christmas time I hear people singin' It felt like Christmas time  I hear people singin' It felt like Christmas time I hear people singin' It felt like Christmas time",coldplay
145,"How long before I get in? Before it starts, before I begin How long before you decide? Before I know what it feels like  Where to? Where do I go? If you've never tried then you'll never know How long do I have to climb Up on the side of this mountain of mine?  Look up, I look up at night Planets are moving at the speed of light Climb up, up in the trees Every chance that you get is a chance you seize  How long am I gonna stand With my head stuck under the sand? I'll stop before I can stop Or before I see things the right way up  All that noise and all that sound All those places I got found  And birds go flying at the speed of sound To show you how it all began Birds came flying from the underground If you could see it then you'd understand  Ideas that you'll never find Or the inventors could never design The buildings that you put up Or Japan and China, all lit up  The sign that I couldn't read Or a light that I couldn't see Some things you have to believe But others are puzzles, puzzling me  All that noise and all that sound All those places I got found  And birds go flying at the speed of sound To show you how it all began Birds came flying from the underground If you could see it then you'd understand Oh, when you see it then you'll understand  All those signs I knew what they meant Some things you can't invent Some get made and some get sent, ooh  Birds go flying at the speed of sound To show you how it all began Birds came flying from the underground If you could see it then you'd understand Oh, when you see it then you'll understand",coldplay
146,"Murder, they're coming to get us Coming to get us and the way we hide Murder, see it all around ya See it all around us, and the way we hide  Murder, they're coming to get us They're coming to get us and the way we hide Way we hide  Tie me to a tree Tie my hands above my head Sing a song to me Sing a song like what you said  'Cause they're gonna murder me They're gonna track me down And even before I sleep I crumble down  Come spit at us Come and throw your weight around Come and fight with us Try and knock us to the ground  Oh, they're gonna murder me And they're gonna take me down And even before I sleep I scream murder  Oh, now what could it possibly gain? Oh, what could it possibly gain? Oh, now what could it possibly gain? Oh yeah, what could it possibly gain?  Murder, they're coming to get us Coming to get us and the way we hide Murder, see it all around ya See it all around us, and the way we hide  Murder, they're coming to get us Coming to get us and the way we hide Murder, see it all around ya See it all around ya and the way we hide",coldplay
147,"I wanna live life and never be cruel And I wanna live life and be good to you And I wanna fly and never come down And live my life and have friends around  We never change, do we? No, no We never learn, do we? So I wanna live in a wooden house  I wanna live life and always be true And I wanna live life and be good to you And I wanna fly and never come down And live my life and have friends around  We never change, do we? No, no We never learn, do we? So I wanna live in a wooden house Where making more friends would be easy  Oh, and I don't have a soul to save Yes and I sin every single day  We never change, do we? We never learn, do we? So I wanna live in a wooden house Where making more friends would be easy I wanna live where the sun comes out",coldplay
148,"When I counted up my demons Saw there was one for every day With the good ones on my shoulders I drove the other ones away  So if you ever feel neglected And if you think that all is lost I'll be counting up my demons, yeah Hoping everything's not lost  When you thought that it was over You could feel it all around And everybody's out to get you Don't you let it drag you down  'Cos if you ever feel neglected If you think that all is lost I'll be counting up my demons, yeah Hoping everything's not lost  If you ever feel neglected If you think that all is lost I'll be counting up my demons, yeah Hoping everything's not lost  Singing out, ah ah ah, yeah Ah ah, yeah, ah ah, yeah And everything's not lost  So come on, yeah Ah ah, yeah, come on, yeah And everything's not lost  Ah ah, yeah, ah ah, yeah Ah ah, yeah And everything's not lost  So come on, yeah Ah ah, yeah Ah, come on, yeah Come on, yeah  Ah ah, yeah Come on yeah And everything's not lost  Sing out, yeah Ah ah, yeah Come on, yeah And everything's not lost  Come on, yeah Ah ah, yeah Sing out, yeah And everything's not lost",coldplay
149,"So you lost your trust And you never should have And you never should have  But don't break your back If you ever hear this But don't answer that  'Cause in a bullet proof vest With the windows all closed I'll be doing my best And I'll see you soon  In a telescope lens And when all you want is friends I'll see you soon  So they came for you They came snapping at your heels They come snapping at your heels  But don't break your back If you ever hear this But don't answer that  'Cause in a bullet proof vest With the windows all closed I'll be doing my best And I'll see you soon  And in a telescope lens And when all you want is friends I'll see you soon  You lost your trust And oh, you lost your trust No, don't lose your trust And oh, you lost your trust",coldplay
150,"Come up to meet you Tell you I'm sorry You don't know how lovely you are I had to find you Tell you I need you Tell you I set you apart Tell me your secrets And ask me your questions Oh, let's go back to the start Running in circles Calling tails Heads on a silence apart  Nobody said it was easy It's such a shame for us to part Nobody said it was easy No one ever said it would be this hard Oh, take me back to the start  I was just guessing At numbers and figures Pulling the puzzles apart Questions of science Science and progress Did not speak as loud as my heart Tell me you love me Come back and haunt me I want to rush to the start Running in circles Chasing tails Coming back as we are  Nobody said it was easy Oh, it's such a shame for us to part Nobody said it was easy No one ever said it would be so hard I'm going back to the start ",coldplay
151,"Animals we are, disposable Collapsible and raw In you go Into some crowded room  Animals that climb I'm climbin' over you Until you say ""Off you go, off you go""  Animal I am I'm lookin' for an answer just like you But I should know Which way I should turn  Animal that runs I ran away from you Because I'm scared ""Off you go, off you go"" (And you say)  If you're gonna go, go now If you're gonna go, go now I forgot to tell you how If you gonna go, go now  Animal you are Disposable, defenseless Yes, I'm, watch your mouth Always watch your mouth  Animals that runs I made up my excuses to you And I missed my chance By a stone's throw  If you're gonna go, go now If you're gonna go, go now I forgot to tell you how If you gonna go, go now Go now, go now  Crumble Crumble and fall Crumble and fall Like an animal  Crumble Crumble and fall Crumble and fall Like an animal  Crumble Crumble and fall Crumble and fall Like an animal  Crumble Crumble and fall Crumble and fall Like an animal",coldplay
152,"To my surprise, and my delight I saw sunrise, I saw sunlight I am nothing in the dark And the clouds burst To show daylight  Oh, and the sun will shine Yeah, on this heart of mine Oh, and I realize Who cannot live without Oh, come apart without  On a hill top, on a sky-rise Like a first born child On a full day, and a full flight Defeat darkness, breaking daylight  Oh, and the sun will shine Yeah, on this heart of mine Oh, and I realize Who cannot live without Oh, come apart without Daylight  Slowly breaking through the daylight Slowly breaking through the daylight Slowly breaking through the daylight ...",coldplay
153,"Look at earth from outer space Everyone must find the place Give me time and give me space Give me real, don't give me fake  Give me strength, reserve control Give me heart and give me soul Give me time, give us a kiss Tell me your own politik  Open up your eyes Open up your eyes Open up your eyes Open up your eyes  Give me one, 'cause one is best In confusion, confidence Give me peace of mind and trust Don't forget the rest of us  Give me strength, reserve control Give me heart and give me soul Wounds that heal and cracks that fix Oh love, tell me your own politik  Open up your eyes Open up your eyes Open up your eyes Open up your eyes Just open up your eyes  And give me love over Love over, love over desire And give me love over Love over, love over desire",coldplay
154,"Sometimes I wake up and I'm falling asleep I think that maybe the curtains are closing on me But I wake up, yes I wake up smiling  Sometimes I feel the chance is surprising Surprisingly good to be moving around So I wake up, yes I wake up smiling  So what? I feel fine I'm okay, I've seen the lighter side of life I'm alright, I feel good So I'll go and I'll try to start moving  Sometimes I wake up and I'm falling asleep But I've gotta get going So much that I'm wanting to do But I wake up smiling  And this could be my last chance Of saving my human sense And this could be my last chance No more keeping my feet on the ground  Sometimes I feel the chance is surprising Surprisingly good to be moving around And I move; I wake up smiling  So what? I feel fine I feel okay, I've seen the lighter side of life I'm alright, I feel good So I'll go, well it's time to start moving on  And this could be my last chance Of saving my human sense And this could be my last chance So no more keeping my feet on the ground  I'm not gonna keep on I'm not gonna keep on moving And I'm not gonna keep on I'm not gonna keep on moving",coldplay
155,"Scared of losin' all the time He wrote it in a letter, he was a friend of mine He heard you could see your future Inside a glass of water with ripples and the lines And he asked, ""Will I see heaven in mine?""  That is just the way it was Nothing could be better and nothing ever was Oh, they say you can see your future Inside a glass of water, the riddles and the rhymes ""Will I see heaven in mine?""  Oh, son, don't ask Neither how full nor empty is your glass Cling to the mast Spend your whole life living in the past Going nowhere fast  So he wrote it on a wall The hollowest of halos is no halo at all Televisions selling plastic figurines of leaders Saying nothing at all And you chime, stars in heaven align  Oh, son, don't ask Neither how full nor empty is your glass Cling to the mast Spend your whole life living in the past Going nowhere fast  What are we drinking when we're done? Glasses of water",coldplay
156,She floats like a swan Grace on the water Lips like sugar Lips like sugar Just when you think you've caught her She glides across the water She calls for you tonight To share this moonlight  She'll flow down your river And ask him and she'll give you  Lips like sugar Sugar kisses Lips like sugar Sugar kisses  She knows what she knows I know what she's thinking Sugar kisses Sugar kisses Just when you think she's yours She's flown to other shores To laugh at how you break To melt into this lake  She'll flow down your river And ask him and she'll give you Lips like sugar Sugar kisses Lips like sugar Sugar kisses  She'll be my mirror Reflect what I am A loser and a winner The King of Siam And my Siamese twin She knows what I'm thinking  She'll flow down your river And ask him and she'll give you  Lips like sugar Sugar kisses Lips like sugar Sugar kisses,coldplay
157,"If you're lost and feeling low Circumnavigate the globe All you ever have to hope For you to  And the way you seem to flow Circumnavigate the globe I never seem to lose control with you  Everyone of us is high And everyone of us is scarred And everyone of us is scared And how about you?  Your eyes are closed Your head held low Your eyes are closed  Everyone of us escapes And everyone of us is low Everyone of us has hope  For you, for you, for you",coldplay
158,"I feel safe, I feel warm When you're here then I do no wrong I am cured when I'm by your side I'm alright, I'm alright  I am safe when I am with you And I feel warm if you want me to I am cured when I'm by your side I'm alright  Careful where you stand, my love Careful where you lay your head It's true we're always looking Out for one another  I feel safe when I am with you And I feel warm when you want me too I am cured when you are around I'm alright  Careful where you stand, my love Careful where you lay your head It's true we're always looking Out for one another  So I like a quiet time, please Yeah, I like a quiet time  Careful where you stand Now careful where you stand",coldplay
159,"Can anybody fly this thing Before my head explodes or my head starts to ring? We've been living life inside a bubble We've been living life inside a bubble  Confidence in you is confidence in me Is confidence in high speed  Can anybody stop this thing Before my head explodes or my head starts to ring? We've been living life inside a bubble We've been living life inside a bubble  Confidence in you is confidence in me Is confidence in high speed, in high speed, high speed  High speed, you on High speed, you on High speed, you on High speed, you on",coldplay
160,"And when I counted up my demons Saw there was one for every day With the good ones on my shoulders I send the other ones away  So if you ever feel neglected And if you think that all is lost Well, I'll be counting up my demons, yeah Hoping that everything's not lost  When you thought that it was over You could feel it all around When everybody's out to get you Don't you let it drag you down  'Cos if you ever feel neglected And if you think that all is lost, oh yeah Well, I'll be counting up my demons, oh Hoping that everything's not lost  If you ever feel neglected If you think that all is lost Well, I'll be counting up my demons, yeah Hopin' that everythin's not lost  Singing out Oh oh oh, yeah Oh oh yeah Oh oh yeah I know that everything's not lost  So come on, yeah Oh oh yeah Come on, yeah I know that everything's not lost  Oh oh yeah Oh oh yeah Oh oh yeah I know that everything's not lost  So come on, yeah Oh oh yeah  Come on, yeah Oh oh yeah Sing out, yeah I know that everything's not lost  Sing out, yeah Oh oh yeah Come on, yeah I know that everything's not lost  Come on, yeah Oh oh yeah Sing out, yeah I know that everything's not lost  Come on, yeah Oh oh yeah Sing out, yeah I know that everything's not lost  So come on, yeah Oh oh yeah Come on, yeah I know that everything's not lost  Come on, yeah Oh oh yeah Come on, yeah I know that everything's not lost  Come on, yeah Oh oh yeah Come on, yeah I know that everything's not lost  Come on, yeah Oh oh yeah Come on, yeah  Come on, yeah Come on, yeah I know that everything's not lost  Come on, yeah Come on, yeah Come on, yeah I know that everything's not lost  Come on, yeah Come on, yeah Come on, yeah I know that everything's not lost  Come on, yeah Come on, yeah Come on, yeah I know that everything's not lost",coldplay
161,"You said, ""I'm gonna buy this place and burn it down"" Yeah, I'm gonna put it six feet underground You said, ""I'm gonna buy this place and see it fall"" Stand here beside me baby in the crumbling walls  You said, ""I'm gonna buy this place and start a fire"" Stand here until I fill all your heart's desires 'Cause I'm gonna buy this place and see it burn And do back the things it did to you in return  You said, ""I'm gonna buy a gun and start a war"" And if you can tell me something worth fighting for ""And I'm gonna buy this place"", is what I said Blame it upon a rush of blood to the head, up to the head  Honey, all the movements you're starting to make See me crumble and fall on my face And I know the mistakes that I've made  See it all disappear without a trace And they call as they beckon you on They said start as you mean to go on  You said, ""I'm gonna buy this place and see it go"" Stand here beside me baby, watch the orange glow 'Cause some will laugh and some just sit and cry But you just sit down there and you wonder why?  So I'm gonna buy a gun and start a war And if you can tell me something worth fighting for ""And I'm gonna buy this place"", is what I said Blame it upon a rush of blood to the head, to the head  Honey, all the movements you're starting to make See me crumble and fall on my face And I know the mistakes that I've made  See it all disappear without a trace And they call as they beckon you on They say start as you mean to go on  Start as you mean to go on Start as you mean to go on  So meet me by the bridge Yeah, meet me on the lane When am I going to see That pretty face again  Oh, meet me on the road Yeah, meet me where I said Blame it all upon A rush of blood to the head",coldplay
162,"Look at earth from outer space Everyone must find the place Give me time and give me space Give me real, don't give me fake  Give me strength, reserve control Give me heart and give me soul Give me love, give us a kiss Tell me your own politik  Open up your eyes Open up your eyes Open up your eyes Open up your eyes  Give me one 'cause one is best And in confusion, confidence Give me peace of mind and trust And don't forget the rest of us  Give me strength, reserve control Give me heart and give me soul Wounds that heal and cracks that fix My love, tell me your own politik  Open up your eyes Open up your eyes Open up your eyes Open up your eyes  And give me love over, love over, love over this Ahh, give me love over, love over, love over this Ahh",coldplay
163,"Such a rush to do nothing at all Such a fuss to do nothing at all Such a rush to do nothing at all  Such a rush to get nowhere at all Such a fuss to do nothing at all Such a rush  And it's just like you said It's just like you'll say  Such a rush to do nothing at all Such a fuss to get nowhere at all Such a rush, such a rush  And it's just like you said It's just like you'll say  So slow down please Just slow down So slow down please Just slow down  Such a rush (x 15)  Look at all the people Going after money Far too many people Looking for their money Everybody's out there Trying to get money Why can't you just tell me? Trying to get money rush  Such a rush They all rush Such a rush  Such a rush (x 6)",coldplay
164,"Come here, oh my star is fading I swerve out of control And if I, if I'd only waited I'd not be stuck here in this hole  Come here, oh my star is fading And I swerve out of control And I know if I'd only waited When will I get out of this hole  But time is on your side It's on your side now Not pushing you down and all around No, it's no cause for concern  So come here, oh my star is fading And I swerved just out of reach And I know I'm dead on the surface But I'm screaming underneath  And time is on your side It's on your side now Not pushing you down and all around No, it's no cause for concern  Stuck on the end of this ball and chain I'm on my way back down again Stood on the edge, tied to the noose Sick to the stomach  Say what you mean But it won't change a thing I'm sick of the secrets Stood on the edge, tied to the noose Oh, you came along and you cut me a loose  Oh, you came along and you cut me a loose Oh, you came along and you cut me a loose",coldplay
165,"I'm all by myself, I don't need anybody else I'm all by myself, no help I'm all on my own quietly sleeping in my home I'm all on my own, my own  Hello, won't you let me come in? Lhuna, can't you hear how much I'm suffering? Hello, won't you let me know? 'Cause I'm all alone, all alone  We are dreaming about Lhuna The smell of her, the touch and the taste of her Dreaming about Lhuna Her and me simultaneously  I don't know what the time is I don't know where you've flown And I don't know why you're so far from home  Hello, won't you let me come in? Lhuna, can't you hear how much I'm suffering? Hello, won't you let me know? 'Cause I'm all alone, all alone  We are dreaming about Lhuna The smell of her, the touch and the taste of her Dreaming about Lhuna Her and me simultaneously Her and me, effortlessly Oh, her and me effortlessly",coldplay
166,"Where do we go, nobody knows I've gotta say I'm on my way down God give me style and give me grace God put a smile upon my face  Where do we go to draw the line I've gotta say, I wasted all your time, oh honey, honey Where do I go to fall from grace God put a smile upon your face, yeah  Now when you work it out I'm worse than you Yeah, when you work it out, I want it too Now when you work out where to draw the line Your guess is as good as mine  Where do we go, nobody knows Don't ever say you're on your way down, when God gave you style and gave you grace And put a smile upon your face, oh yeah  Now when you work it out I'm worse than you Yeah, when you work it out, I want it too Now when you work out where to draw the line Your guess is as good as mine  It's as good as mine It's as good as mine It's as good as mine  As good as mine As good as mine As good as mine As good as mine  Where do we go, nobody knows Don't ever say you're on your way down, when God gave you style and gave you grace And put a smile upon your face",coldplay
167,"X and Y The land, sea, rivers, trees, the stars, the sky That and this We're part of a bigger plan don't know what it is Don't know what it is  You and me The land, sun, trees, the sky, the stars, the sea 365 degrees I am a puzzle, you're the missing piece Hang on a minute, just a minute please, I'll come  And everything under the sun And everything under the sun  What is this feeling that I can't explain? And why am I never gonna sleep again? What is this thing I've never seen before? A little boy lost in a breaking storm  Hide and sob and away they fly So write your name in the summer sky Life has really only just begun Life that comes and everything under the sun  X is Y The land, sea, rivers, trees, the stars, the sky 365 degrees, all of the surface and the underneath Searching your mellow and outsings your key, ah  And everything under the sun And everything under the sun  What is this feeling that I can't explain? And why am I never gonna sleep again? What is this thing I've never seen before? A little boy lost in a breaking storm  Hide and sob and away they fly So write your name in the summer sky Life has really only just begun Life that comes and everything under the sun  And you don't know that you've been born Can't see the calm until the storm Can't tell your right side from your wrong Can't see the wave you're riding on",coldplay
168,"Where do we go, nobody knows I've got a say, I'm on my way down God give me style and give me grace And put a smile upon my face  Where do we go to draw the line? I've got a say, I wasted all your time, oh honey, honey, honey Where do I go to fall from grace? God put a smile upon your face, yeah  And ah, when you work it out I'm worse than you Yeah, when you work it out I wanted to And ah, when you work out where to draw the line Your guess is as good as mine  Where do we go, nobody knows Don't ever say you're on your way down when God gave you style and gave you grace God put a smile upon your face, yeah  And ah, when you work it out I'm worse than you Yeah, when you work it out I want it too And ah, when you work out where to draw the line Your guess is as good as mine, sweet love  It's as good as mine, it's as good as mine It's as good as mine  Where do we go, nobody knows Don't ever say you're on your way down when God gave you style and gave you grace God put a smile upon your face",coldplay
169,"Then there was rain The sky wore a veil of gold and gray At night it was the bright of the moon with me Time just floating  Then there was rain The sound foundations are crumbling To the ground comes a bit of a-tumbling And time just floated away We watch it and stay and we can listen  Oh rainy day, come 'round Sometimes I just want it to slow down And we're separated now, I'm down But I love when you come over to the house I love it when you come over to my house  Then there was rain And I spent the night with the Queen of Spain My lonely little heart would've broke again Time's still vicious  So when the deeper that the knife goes in The more you win You win but with less than when you begin The deeper that the knife goes in, ohh  Oh rainy day, come 'round Sometimes I just want it to slow down And we're separated now, I'm down But I love when you come over to the house I love it when you come over to my house, oh, oh, oh  But I love it when you come over to the house I love it when you come over to my house I love it when you come over to the house I love it when you come over to my house",coldplay
170,"It could be worse, I could be alone I could be locked in here on my own Like a stone that certainly drops And it never stops  I could be lost or I could be saved Calling out from beneath the waves Beaten down by this ocean rain Never again, never again  Ohh, ohh, ohh, ohh Screaming out from the crests of the waves  It could be worse, it's all sweet It could be snapped from the jaws of defeat Like a light lit upon a beach Where your heart your sleeve  Oh, you want to stop before you begin You want to sink when you know you could swim You want to stop before you begin Never give in, never give in  Ohh, ohh, ohh, ohh Screaming out form the crests of the waves  Nothing matters Except life and the love you make Nothing matters Except life and the love you make  Nothing matters Except life and the love you make Except life and the love you make  Screaming out from the crests of the waves Screaming out from the crests of the waves When your longing to be saved  Screaming out from the crests of the waves When your longing to be saved Screaming out from the crests of the waves",coldplay
171,"Love, I hope we get old I hope we can find a way of seeing it all Love, I hope we can be I hope I can find a way of letting you see That I'm so easy to please, so easy  Love, I hope we grow old I hope we can find a way of seeing it all Love, I hope we can be I hope I can find a way of letting you see That I'm so easy to please, so easy",coldplay
172,"Have yourself a merry little Christmas Let your heart be light From now on our troubles will be out of sight  Have yourself a merry little Christmas Make the Yuletide gay (Weihnacht, bunt, lustig) From now on our troubles will be far away  Here we are, as in olden days Happy golden days gone by Oldest friends who are dear to us Gather near to us, once more  Through the years, we all have been together If the saints allow (Heilige, erlaubt) Hang a shining star upon the highest bough And have yourself a merry little Christmas now",coldplay
173,"Such a rush to do nothing at all Such a fuss to do nothing at all Such a rush to do nothing at all  Such a rush to get nowhere at all Such a fuss to do nothing at all, such a rush And it's just like you said, it's just like you said  Such a rush to do nothing at all Such a fuss to get nowhere at all Such a rush, such a rush And it's just like you said, it's just like you said  Just slow down please Just slow down Just slow down please Just slow down  Such a rush, such a rush Such a rush, such a rush Such a rush, such a rush  Look at all the people going after money Far too many people looking for their money Everybody's out there, trying to get money Why can't you just tell me try to get money, rush  Such a rush, they all rush, such a rush Such a rush, such a rush, such a rush Such a rush, such a rush, such a rush",coldplay
